trade_id,trader_id,company_id,ticker,trade_timestamp,action,instrument,order_type,quantity,price,trade_value,volume_ratio,volume_zscore_30d,trade_frequency_1h,trade_frequency_24h,buy_sell_ratio,hours_to_next_event,hours_since_last_event,is_pre_event_window,peer_group_deviation,unusual_instrument_flag,after_hours_flag,consecutive_profitable_trades,price_impact_proxy,network_risk,pnl_pct,fraud_probability,anomaly_score,rule_engine_score,risk_score,severity,is_anomalous,anomaly_type
TRD0067280,TRD0168,CMP022,TTZR,2026-02-07 15:44:48,SELL,ETF,Cover Order,7189,393.97,2832250.33,0.8576,-1.007,2,2,1.4349,179.55,1217.66,False,0.0695,False,False,0,0.0152,0.2017,-2.22,0.0329,0.0662,0.0044,5.55,Low,False,none
TRD0041088,TRD0118,CMP033,CHAM,2025-12-05 09:04:30,SELL,Equity,Cover Order,53503,1356.24,72562908.72,11.3218,4.9653,3,21,3.7892,13.38,368.0,True,4.6861,False,False,5,0.9618,0.1403,4.72,0.6819,0.6387,0.8454,63.93,Medium,True,wash_trading
TRD0022586,TRD0475,CMP057,PNYK,2025-11-11 15:57:04,BUY,ETF,Market,2735897,76.79,210089530.63,9.3122,6.3238,4,9,3.771,23.74,9999.0,True,3.2711,False,False,2,0.1513,0.8184,1.88,0.9072,0.874,0.5943,84.14,High,True,insider_trading
TRD0014192,TRD0412,CMP031,NGEI,2026-01-30 08:55:33,BUY,ETF,Market,736389,458.67,337759542.63,10.6936,3.6645,4,17,1.7536,40.47,480.72,True,2.0747,False,True,5,0.3092,0.5609,3.56,0.8528,0.9114,0.7678,82.84,High,True,pump_and_dump
TRD0113342,TRD0469,CMP024,GGME,2025-11-09 15:06:36,BUY,Equity,Cover Order,66555,61.74,4109105.7,0.7226,-1.1587,1,7,1.4328,1184.55,9999.0,False,-0.2375,False,False,7,0.0675,0.0772,4.97,0.106,0.0354,0.0174,6.86,Low,False,none
TRD0119175,TRD0250,CMP031,NGEI,2026-02-01 15:53:43,SELL,Equity,Limit,223376,460.37,102835609.12,6.5789,5.771,3,18,2.1799,1475.5,14.5,False,4.6159,False,False,4,0.3034,0.1792,8.52,0.6125,0.4707,0.7877,55.29,Medium,True,front_running
TRD0078543,TRD0252,CMP029,OPWR,2025-12-22 10:58:18,BUY,ETF,Cover Order,243866,99.78,24332949.48,6.8267,4.8893,1,22,3.9891,49.65,9999.0,False,3.8669,False,False,5,0.2013,0.7888,3.39,0.8773,0.6157,0.8496,78.58,High,True,insider_trading
TRD0038941,TRD0256,CMP012,INMT,2026-06-07 13:46:42,BUY,Equity,Cover Order,259648,174.75,45373488.0,1.3769,0.4597,1,23,1.0278,9999.0,295.53,False,-0.6088,False,False,0,0.0566,0.0896,-3.71,0.0899,0.1475,0.0714,10.44,Low,False,none
TRD0094864,TRD0075,CMP001,LMTI,2026-03-01 14:35:57,BUY,Equity,Cover Order,114999,396.44,45590203.56,4.2048,3.8581,5,8,2.6557,202.43,10.91,False,4.7601,False,False,2,0.3562,0.1644,6.57,0.6901,0.9672,0.3973,67.67,Medium,True,insider_trading
TRD0024123,TRD0111,CMP046,LUQA,2026-02-01 12:00:53,SELL,Equity,Bracket Order,191714,178.15,34153849.1,1.0626,0.0467,1,4,1.1062,1120.7,25.51,False,-1.6237,False,False,0,0.1619,0.2341,-5.2,0.0457,0.1235,0.0754,9.23,Low,False,none
TRD0023823,TRD0385,CMP008,OIUY,2026-04-24 11:18:43,BUY,ETF,Bracket Order,50418,885.95,44667827.1,5.1348,5.5929,3,23,2.7008,12.3,840.02,True,4.6299,False,False,4,0.5969,0.69,0.73,0.885,0.9682,0.6224,85.11,Critical,True,insider_trading
TRD0019114,TRD0090,CMP016,FWEI,2025-11-18 11:09:20,BUY,ETF,Bracket Order,49207,821.47,40422074.29,8.1122,4.2647,3,4,2.9726,1.92,9999.0,True,4.3321,False,False,2,0.4935,0.6416,3.34,0.8559,0.8248,0.4896,77.02,High,True,spoofing
TRD0110061,TRD0300,CMP046,LUQA,2025-10-18 15:54:59,BUY,ETF,Cover Order,10119,210.24,2127418.56,0.76,-0.3855,3,12,1.3925,1900.23,9999.0,False,-0.2428,False,False,0,0.0523,0.1297,-2.69,0.0249,0.0803,0.209,7.96,Low,False,none
TRD0009412,TRD0399,CMP004,KQZJ,2025-12-08 17:51:09,SELL,ETF,Cover Order,202528,116.69,23632992.32,3.2705,3.7111,1,13,2.4307,6.96,426.06,True,2.7989,False,True,1,0.6138,0.1297,5.35,0.7384,0.811,0.5922,67.74,Medium,True,pump_and_dump
TRD0045260,TRD0137,CMP050,MCCS,2025-12-16 12:27:45,BUY,Equity,Market,9738,90.36,879925.68,0.971,-0.403,3,18,1.972,1977.37,48.3,False,0.7504,False,False,0,0.0597,0.3613,-2.55,0.0801,0.0689,0.0724,10.37,Low,False,none
TRD0067723,TRD0222,CMP040,PWVJ,2026-03-15 14:06:22,BUY,Equity,Limit,121166,56.05,6791354.3,8.7116,6.9135,4,9,3.203,294.57,3.27,False,3.9878,False,False,7,0.2419,0.7021,7.83,0.8236,0.7974,0.7592,79.39,High,True,front_running
TRD0097130,TRD0292,CMP007,PZVF,2025-11-21 14:49:24,BUY,ETF,Cover Order,370684,49.76,18445235.84,2.1601,0.4485,5,13,1.5316,1028.85,9999.0,False,-0.2268,False,False,4,0.0508,0.3059,0.34,0.1439,0.0421,0.0717,11.87,Low,False,none
TRD0021484,TRD0110,CMP038,UXVA,2026-01-10 15:39:48,BUY,Equity,Stop-Loss,13728,629.16,8637108.48,1.0045,0.2048,2,14,0.9519,1002.78,94.17,False,0.9596,False,False,1,0.0133,0.2277,6.37,0.089,0.013,0.0404,7.28,Low,False,none
TRD0025819,TRD0376,CMP018,YGCX,2025-10-31 10:08:36,SELL,Equity,Cover Order,18334,770.16,14120113.44,1.1022,0.3575,1,16,1.7821,1464.46,9999.0,False,0.153,False,False,4,0.096,0.0421,0.6,0.018,0.0928,0.0101,4.17,Low,False,none
TRD0055222,TRD0385,CMP044,UDJH,2026-02-14 14:27:21,SELL,Futures,Market,120142,42.77,5138473.34,8.9633,2.6494,4,2,3.7397,4.71,656.24,True,2.2963,True,False,1,0.9355,0.69,1.91,0.6317,0.7633,0.7377,69.29,Medium,True,layering
TRD0035518,TRD0414,CMP059,RFEI,2025-12-11 12:02:46,SELL,Futures,Cover Order,4500,68.24,307080.0,4.7873,6.546,5,20,2.4436,17.32,575.45,True,2.1003,True,False,4,0.5311,0.8918,1.38,0.6505,0.9451,0.9101,80.19,High,True,front_running
TRD0081176,TRD0239,CMP042,EKVN,2025-12-01 13:12:59,SELL,Equity,Bracket Order,22051,216.33,4770292.83,1.0138,-1.8153,2,5,1.6169,695.94,727.99,False,-0.8903,False,False,0,0.1196,0.4011,-3.02,0.0227,0.043,0.029,6.76,Low,False,none
TRD0015466,TRD0457,CMP033,CHAM,2026-05-27 12:31:20,SELL,ETF,Stop-Loss,103307,1387.28,143315734.96,0.8698,1.0842,4,6,0.7397,9999.0,813.15,False,-0.0473,False,False,0,0.0765,0.1606,-4.3,0.1578,0.0958,0.0296,12.02,Low,False,none
TRD0018766,TRD0433,CMP049,JIRH,2026-01-31 16:08:43,BUY,Equity,Limit,13596,148.56,2019821.76,1.1616,0.0417,1,12,0.8477,9999.0,79.59,False,-0.6679,False,True,0,0.03,0.2094,-1.53,0.1357,0.1076,0.1097,13.07,Low,False,none
TRD0020591,TRD0246,CMP037,BUYO,2025-10-24 07:46:44,BUY,ETF,Market,6257,246.57,1542788.49,1.5295,-0.1811,2,17,1.4795,2453.65,9999.0,False,-0.6842,False,True,0,0.0598,0.2383,-4.93,0.1341,0.1885,0.0305,14.53,Low,False,none
TRD0051491,TRD0222,CMP043,QBPR,2026-01-27 14:57:28,BUY,Futures,Cover Order,64302,419.11,26949611.22,4.4894,3.564,3,3,3.4957,24.94,9999.0,True,2.9933,True,False,3,0.1274,0.7021,2.97,0.7035,0.8581,0.5684,72.95,High,True,layering
TRD0016723,TRD0336,CMP028,EZAB,2026-04-17 09:29:06,SELL,ETF,Cover Order,119508,1924.52,229995536.16,3.8402,2.502,2,21,1.7452,39.25,47.13,True,4.9161,False,False,4,0.3342,0.7178,1.78,0.9506,0.7958,0.8305,86.29,Critical,True,wash_trading
TRD0056765,TRD0330,CMP032,MXGK,2025-10-20 12:03:21,BUY,Equity,Stop-Loss,39501,1102.27,43540767.27,1.4881,0.8878,3,6,1.6115,403.86,9999.0,False,-1.0837,False,False,0,0.008,0.2982,-0.18,0.0395,0.1057,0.0459,8.62,Low,False,none
TRD0006100,TRD0299,CMP016,FWEI,2025-12-15 17:49:09,SELL,Options,Stop-Loss,215907,820.11,177067489.77,8.5794,5.9093,2,8,2.5865,15.5,652.74,True,3.8933,True,True,7,0.4901,0.0202,6.82,0.8035,0.7506,0.7936,70.78,High,True,pump_and_dump
TRD0051436,TRD0273,CMP037,BUYO,2026-06-11 10:24:22,SELL,Equity,Bracket Order,15105,215.28,3251804.4,0.9081,-1.6618,4,5,1.1412,9999.0,563.71,False,0.1146,False,False,0,0.0721,0.3135,-2.14,0.0414,0.0568,0.1176,8.47,Low,False,none
TRD0047149,TRD0475,CMP038,UXVA,2026-05-27 14:28:45,BUY,Futures,Cover Order,1361371,650.33,885340402.43,4.0471,6.1215,3,12,1.5168,19.49,38.28,True,4.4367,True,False,2,0.6163,0.8184,0.4,0.9075,0.7326,0.8881,84.32,High,True,insider_trading
TRD0041450,TRD0345,CMP016,FWEI,2026-05-17 11:01:52,SELL,Futures,Limit,8806,832.57,7331611.42,2.1449,-0.6,5,12,1.1183,9999.0,719.57,False,0.0252,True,False,0,0.0342,0.0676,-1.47,0.0669,0.0282,0.1262,6.43,Low,False,none
TRD0040975,TRD0056,CMP006,XBFQ,2025-10-18 10:27:25,SELL,Equity,Cover Order,1963,57.82,113500.66,1.2279,0.7209,3,20,0.6785,2906.17,9999.0,False,0.0551,False,False,0,0.0096,0.4084,-0.45,0.2371,0.1265,0.0516,19.32,Low,False,none
TRD0079216,TRD0492,CMP050,MCCS,2026-05-02 15:20:56,SELL,ETF,Market,139673,111.43,15563762.39,0.754,-0.9931,5,11,1.4736,1139.06,136.93,False,-0.4506,False,False,5,0.1059,0.0981,7.28,0.0938,0.0371,0.0478,7.03,Low,False,none
TRD0094679,TRD0221,CMP008,OIUY,2026-01-15 13:56:42,BUY,Equity,Limit,32225,877.69,28283560.25,0.8052,-0.7307,4,8,0.7555,1150.29,638.94,False,-1.0525,False,False,6,0.1218,0.4382,0.11,0.023,0.1152,0.0405,9.48,Low,False,none
TRD0021836,TRD0045,CMP022,TTZR,2026-05-14 14:08:19,SELL,Options,Limit,48354,431.98,20887960.92,4.4232,5.1862,3,6,2.1614,19.99,1660.68,True,3.6327,True,False,6,1.0553,0.788,3.14,0.6669,0.5119,0.723,64.09,Medium,True,front_running
TRD0098768,TRD0252,CMP005,QSGC,2026-03-02 17:55:39,SELL,Equity,Market,204354,135.75,27741055.5,4.426,3.7612,4,8,3.722,2580.29,20.84,False,3.5638,False,True,5,0.4791,0.7888,1.77,0.9763,0.8431,0.561,85.53,Critical,True,insider_trading
TRD0066136,TRD0045,CMP018,YGCX,2026-01-13 14:08:55,SELL,Equity,Market,76975,769.6,59239960.0,6.2388,6.8241,5,11,2.3527,1132.62,3.09,False,2.3613,False,False,2,0.6406,0.788,4.28,0.8357,0.8707,0.9603,86.01,Critical,True,pump_and_dump
TRD0029864,TRD0248,CMP033,CHAM,2026-01-15 15:08:31,SELL,Options,Limit,285004,1335.72,380685542.88,4.7039,5.716,4,18,2.5863,45.5,591.78,True,4.4872,True,False,6,0.5356,0.4378,3.03,0.9082,0.911,0.8813,85.8,Critical,True,insider_trading
TRD0113961,TRD0005,CMP037,BUYO,2026-05-18 09:00:10,SELL,Equity,Market,109559,244.03,26735682.77,7.9832,5.6025,2,6,3.0486,13.7,2491.57,True,4.2779,False,False,3,0.4429,0.2662,2.12,0.6369,0.7013,0.8386,64.94,Medium,True,insider_trading
TRD0048632,TRD0336,CMP050,MCCS,2026-06-18 08:11:38,BUY,ETF,Bracket Order,263584,103.89,27383741.76,8.2307,2.9782,1,7,3.1473,18.21,1257.78,True,4.1363,False,True,5,0.1885,0.7178,6.28,0.9002,0.9213,0.8403,87.93,Critical,True,spoofing
TRD0064659,TRD0255,CMP004,KQZJ,2026-06-15 17:02:38,SELL,ETF,Stop-Loss,309540,126.62,39193954.8,11.1844,4.0115,4,11,2.6887,40.48,895.46,True,2.9053,False,True,2,0.5128,0.8046,3.52,0.7981,0.8778,0.8117,82.47,High,True,wash_trading
TRD0107224,TRD0418,CMP059,RFEI,2025-12-10 09:37:57,BUY,ETF,Bracket Order,7500,106.9,801750.0,0.8306,1.0045,1,8,1.0466,43.73,549.04,True,0.8882,False,False,0,0.0464,0.2915,-2.23,0.0152,0.0886,0.0379,6.83,Low,False,none
TRD0045962,TRD0035,CMP024,GGME,2026-01-07 11:51:43,BUY,ETF,Stop-Loss,33914,51.42,1743857.88,1.2085,-1.5282,5,20,1.1496,202.79,228.2,False,-1.7484,False,False,0,0.0306,0.2032,-5.04,0.0535,0.0818,0.1491,9.13,Low,False,none
TRD0024374,TRD0111,CMP032,MXGK,2026-03-25 10:43:16,SELL,ETF,Bracket Order,268438,1142.12,306588408.56,1.4486,0.1439,5,15,0.7503,1341.24,628.33,False,-0.0554,False,False,0,0.0694,0.2341,-2.86,0.0211,0.0087,0.0701,4.6,Low,False,none
TRD0042398,TRD0351,CMP013,RXNL,2026-03-19 16:36:31,SELL,Equity,Stop-Loss,483879,80.36,38884516.44,9.5397,5.2584,4,1,3.1117,18.07,353.3,True,2.1054,False,True,5,0.4028,0.6234,1.02,0.7501,0.6891,0.7827,72.4,High,True,insider_trading
TRD0010298,TRD0172,CMP051,NQWS,2026-04-23 13:17:04,SELL,Equity,Cover Order,82616,5.43,448604.88,1.9219,-0.8555,3,15,1.4169,243.96,1934.84,False,-0.6273,False,False,6,0.065,0.2672,6.45,0.0703,0.0247,0.0795,7.77,Low,False,none
TRD0008616,TRD0433,CMP047,VBOF,2026-01-13 13:08:24,SELL,Equity,Bracket Order,8257,253.72,2094966.04,0.8736,-0.0561,3,16,1.6487,457.39,1719.56,False,1.7761,False,False,3,0.1127,0.2094,1.77,0.1702,0.2167,0.014,16.46,Low,False,none
TRD0030700,TRD0273,CMP014,DJHR,2026-04-28 11:25:41,BUY,Futures,Limit,87478,115.54,10107208.12,4.1596,6.2982,5,23,2.5445,9999.0,3.07,False,3.8939,True,False,6,0.9929,0.3135,3.49,0.6781,0.8159,0.7189,68.91,Medium,True,circular_trading
TRD0022137,TRD0465,CMP017,FNLM,2026-06-29 10:43:10,BUY,Equity,Limit,12029,621.17,7472053.93,0.8536,-1.617,2,23,0.9633,9999.0,597.75,False,-0.1627,False,False,0,0.0782,0.1448,-0.09,0.0748,0.0628,0.0092,6.84,Low,False,none
TRD0001248,TRD0210,CMP036,UCCA,2026-03-28 17:34:23,BUY,Equity,Limit,92065,121.26,11163801.9,3.9275,5.9856,3,21,3.0915,615.59,1.81,False,3.768,False,True,5,0.5843,0.8977,2.95,0.9651,0.8562,0.7644,89.56,Critical,True,wash_trading
TRD0061445,TRD0252,CMP002,JBDO,2026-02-19 09:25:51,BUY,ETF,Market,238017,86.79,20657495.43,6.8961,3.0255,1,14,1.6981,18.09,1881.8,True,3.7122,False,False,2,0.3542,0.7888,2.34,0.7306,0.864,0.6834,76.94,High,True,pump_and_dump
TRD0021348,TRD0438,CMP050,MCCS,2026-06-17 13:49:37,BUY,Equity,Bracket Order,27631,103.37,2856216.47,9.1248,5.0413,4,16,1.5364,36.58,1239.41,True,2.3925,False,False,5,0.6404,0.3142,4.79,0.8818,0.7145,0.4917,71.63,High,True,insider_trading
TRD0031543,TRD0063,CMP026,UGLJ,2026-05-02 13:31:15,BUY,Futures,Limit,349610,1556.65,544220406.5,9.1098,4.5615,1,20,2.9242,7.36,3036.96,True,3.2458,True,False,0,0.0069,0.6313,-0.22,0.7056,0.992,0.7516,79.1,High,True,layering
TRD0055444,TRD0027,CMP007,PZVF,2026-06-21 12:43:44,BUY,ETF,Stop-Loss,141498,8.8,1245182.4,0.9138,0.2076,2,19,1.1177,9999.0,2372.26,False,-1.9118,False,False,0,0.0294,0.2618,-4.97,0.0659,0.1033,0.2332,12.18,Low,False,none
TRD0016893,TRD0184,CMP039,JDXM,2026-03-11 09:33:01,SELL,ETF,Market,637428,82.06,52307341.68,4.8772,5.4836,2,4,3.6513,46.35,186.18,True,4.309,False,False,4,0.2933,0.8894,4.56,0.8895,0.8994,0.8066,88.0,Critical,True,layering
TRD0013836,TRD0253,CMP059,RFEI,2026-03-06 14:12:26,BUY,Options,Stop-Loss,81206,65.25,5298691.5,9.6178,3.5204,2,3,1.9137,338.25,4.01,False,3.7237,True,False,0,0.4797,0.1576,-4.57,0.7904,0.7299,0.5666,67.54,Medium,True,insider_trading
TRD0009804,TRD0182,CMP051,NQWS,2026-05-26 11:57:10,BUY,Equity,Limit,89337,16.91,1510688.67,6.0206,5.3,5,19,2.6615,7.37,402.69,True,4.2409,False,False,1,1.2487,0.2187,1.83,0.7957,0.8058,0.5281,70.09,High,True,insider_trading
TRD0005575,TRD0126,CMP019,ADNW,2026-02-14 09:52:10,SELL,Equity,Cover Order,66104,38.73,2560207.92,1.2515,-0.6393,3,15,0.8533,1611.45,1026.41,False,-0.8711,False,False,3,0.0141,0.1962,3.4,0.0926,0.1062,0.0883,10.64,Low,False,none
TRD0082651,TRD0407,CMP055,NKNY,2025-10-22 13:35:06,BUY,ETF,Stop-Loss,141469,1077.68,152458311.92,1.0956,0.814,2,18,0.844,1575.1,9999.0,False,1.2634,False,False,0,0.0474,0.0767,-4.03,0.1192,0.2125,0.0386,13.08,Low,False,none
TRD0058495,TRD0336,CMP019,ADNW,2026-06-20 11:46:56,BUY,Equity,Bracket Order,349017,11.95,4170753.15,9.4389,5.5744,2,11,3.3924,23.36,505.52,True,2.7989,False,False,5,0.2935,0.7178,5.44,0.8812,0.9795,0.777,87.87,Critical,True,wash_trading
TRD0010174,TRD0136,CMP044,UDJH,2026-03-03 15:23:08,SELL,Equity,Limit,1143,61.11,69848.73,0.4198,0.5111,4,18,1.0115,1627.47,404.22,False,-1.0712,False,False,7,0.0227,0.3098,0.72,0.3929,0.1011,0.0551,24.64,Low,False,none
TRD0104858,TRD0390,CMP004,KQZJ,2025-12-07 12:43:24,SELL,Futures,Market,110921,112.04,12427588.84,11.5895,4.1556,3,8,3.3461,36.09,396.93,True,3.1879,True,False,3,0.444,0.6803,0.59,0.8452,0.7176,0.6915,76.74,High,True,insider_trading
TRD0029138,TRD0454,CMP047,VBOF,2025-10-14 11:34:57,BUY,Options,Stop-Loss,19130,254.46,4867819.8,0.7998,0.5642,2,18,1.3535,465.99,9999.0,False,-0.3298,True,False,0,0.0666,0.1995,-1.76,0.2681,0.0978,0.0668,18.0,Low,False,none
TRD0087973,TRD0454,CMP011,CGLO,2026-01-02 08:45:04,SELL,Equity,Bracket Order,21188,55.03,1165975.64,0.9385,-0.0036,4,16,1.9422,2471.25,296.61,False,0.8265,False,True,4,0.0814,0.1995,0.94,0.2395,0.086,0.003,15.4,Low,False,none
TRD0024740,TRD0462,CMP044,UDJH,2026-05-29 15:54:36,SELL,Equity,Cover Order,251498,1.36,342037.28,8.0074,6.0297,3,24,3.0701,28.97,461.05,True,4.5442,False,False,1,0.2065,0.5748,3.43,0.8924,0.8862,0.8397,85.09,Critical,True,insider_trading
TRD0046741,TRD0043,CMP020,IARJ,2026-02-22 11:12:48,BUY,Equity,Stop-Loss,5536,1066.91,5906413.76,0.5118,-0.2123,1,2,0.7061,121.7,690.04,False,-0.7304,False,False,0,0.0341,0.1666,-1.41,0.1234,0.0474,0.0417,9.27,Low,False,none
TRD0119154,TRD0462,CMP031,NGEI,2026-04-02 15:26:55,BUY,Equity,Market,231632,478.85,110916983.2,6.4821,4.3167,1,4,3.2864,35.94,1454.05,True,3.0884,False,False,7,0.2617,0.5748,8.22,0.9085,0.5745,0.6496,73.61,High,True,layering
TRD0084587,TRD0078,CMP008,OIUY,2026-03-16 12:34:05,SELL,Equity,Limit,3572,862.94,3082421.68,0.5548,-1.82,2,24,1.7426,94.72,288.33,False,-1.3967,False,False,5,0.0688,0.1883,6.62,0.0906,0.0606,0.0706,8.84,Low,False,none
TRD0028661,TRD0153,CMP029,OPWR,2025-10-01 10:24:28,SELL,Equity,Cover Order,109621,78.17,8569073.57,0.994,-0.1593,5,12,1.4532,2018.21,9999.0,False,-0.581,False,False,0,0.0327,0.2425,-0.11,0.0144,0.0785,0.1257,7.31,Low,False,none
TRD0095643,TRD0090,CMP019,ADNW,2026-05-11 07:41:32,BUY,Futures,Stop-Loss,36134,32.87,1187724.58,5.3747,2.7805,3,3,3.3355,13.12,450.37,True,2.4866,True,True,3,0.547,0.6416,0.51,0.7903,0.6026,0.5287,67.99,Medium,True,wash_trading
TRD0020351,TRD0470,CMP002,JBDO,2026-05-15 12:57:48,BUY,Equity,Stop-Loss,1194,107.97,128916.18,0.7714,1.2516,2,13,0.8005,305.94,356.76,False,0.3613,False,False,2,0.065,0.1954,2.84,0.1023,0.0825,0.0216,9.36,Low,False,none
TRD0005184,TRD0053,CMP014,DJHR,2026-05-13 13:58:06,SELL,Equity,Cover Order,9568,115.25,1102712.0,1.2213,-0.5202,3,2,0.5086,9999.0,365.61,False,-0.0946,False,False,0,0.0494,0.2471,-0.64,0.2944,0.0006,0.162,18.17,Low,False,none
TRD0018805,TRD0426,CMP018,YGCX,2025-10-01 15:31:21,SELL,Equity,Cover Order,40458,751.65,30410255.7,0.9575,0.4505,4,15,1.0929,2179.08,9999.0,False,-0.7442,False,False,1,0.1143,0.1678,1.24,0.0038,0.1228,0.0629,6.48,Low,False,none
TRD0039447,TRD0290,CMP051,NQWS,2026-02-02 12:30:04,SELL,ETF,Market,2814,22.18,62414.52,0.6259,-0.1069,5,24,1.731,2164.74,14.06,False,-1.0836,False,False,6,0.0422,0.2851,2.0,0.038,0.1539,0.0101,9.33,Low,False,none
TRD0080808,TRD0378,CMP026,UGLJ,2026-06-03 14:17:09,BUY,Equity,Stop-Loss,10236,1550.53,15871225.08,1.2144,-0.0111,1,6,1.6008,333.42,368.71,False,-0.1512,False,False,0,0.023,0.1776,-1.81,0.0885,0.0094,0.1243,7.9,Low,False,none
TRD0018340,TRD0159,CMP059,RFEI,2026-04-06 12:12:20,BUY,ETF,Cover Order,25180,66.98,1686556.4,1.465,0.3846,2,16,1.0323,1611.01,403.74,False,0.1328,False,False,0,0.0492,0.0364,-1.93,0.0051,0.361,0.1253,13.3,Low,False,none
TRD0028582,TRD0172,CMP013,RXNL,2026-06-21 11:28:49,BUY,Equity,Limit,27537,90.91,2503388.67,0.8379,0.7984,1,23,0.9714,9999.0,872.12,False,-1.3259,False,False,0,0.041,0.2672,-1.97,0.0059,0.1984,0.0132,9.09,Low,False,none
TRD0014103,TRD0242,CMP011,CGLO,2026-04-20 09:09:06,BUY,Equity,Market,6305,76.16,480188.8,1.6972,0.3227,3,17,1.5356,370.18,121.15,False,-1.1914,False,False,0,0.2019,0.4246,-1.93,0.004,0.0876,0.0098,7.2,Low,False,none
TRD0033054,TRD0482,CMP052,QXXS,2026-05-28 08:06:50,BUY,ETF,Cover Order,7032,1797.28,12638472.96,0.7842,-0.2876,5,6,0.6531,340.77,1047.8,False,0.182,False,True,0,0.0409,0.2969,-2.75,0.0688,0.161,0.0445,11.56,Low,False,none
TRD0044505,TRD0372,CMP033,CHAM,2025-12-05 08:15:32,SELL,Futures,Market,347826,1368.31,475933794.06,10.8632,3.0567,1,10,2.3747,14.2,367.19,True,3.065,True,True,3,0.6417,0.5577,3.87,0.9221,0.9243,0.6847,85.07,Critical,True,pump_and_dump
TRD0002879,TRD0210,CMP043,QBPR,2026-05-15 18:33:18,SELL,ETF,Market,89931,420.71,37834871.01,5.0454,4.215,1,14,3.3893,5.52,2570.66,True,2.4226,False,True,7,0.8232,0.8977,2.25,0.7393,0.9064,0.6727,79.53,High,True,pump_and_dump
TRD0039987,TRD0457,CMP019,ADNW,2026-02-25 09:09:25,SELL,ETF,Stop-Loss,90089,34.89,3143205.21,0.8773,0.3351,4,4,1.2285,1348.16,1289.7,False,0.2526,False,False,5,0.01,0.1606,3.19,0.0208,0.0116,0.0313,3.36,Low,False,none
TRD0045449,TRD0369,CMP047,VBOF,2026-01-31 15:36:52,SELL,Futures,Stop-Loss,75500,240.78,18178890.0,3.6768,6.221,5,16,3.8528,22.91,2154.04,True,3.9885,True,False,6,0.4392,0.5509,6.37,0.7929,0.9317,0.822,81.47,High,True,pump_and_dump
TRD0014336,TRD0183,CMP044,UDJH,2025-12-30 12:57:33,BUY,ETF,Cover Order,9753,1.36,13264.08,1.1535,-0.1926,4,22,1.3312,16.36,9999.0,True,0.2774,False,False,2,0.0291,0.4125,4.56,0.1142,0.0168,0.1631,12.21,Low,False,none
TRD0038813,TRD0336,CMP001,LMTI,2026-03-08 07:20:41,SELL,Options,Limit,168430,371.97,62650907.1,5.5495,6.4884,2,14,3.6104,41.68,171.65,True,2.8681,True,True,0,0.2655,0.7178,-0.93,0.8815,0.9581,0.7949,87.51,Critical,True,insider_trading
TRD0078646,TRD0392,CMP028,EZAB,2025-11-17 10:06:23,BUY,Equity,Market,37158,1943.3,72209141.4,0.7851,0.7215,4,16,0.8212,3576.25,310.0,False,-0.0514,False,False,0,0.0048,0.2648,-3.68,0.0542,0.0377,0.0392,6.81,Low,False,none
TRD0113071,TRD0266,CMP016,FWEI,2026-06-26 13:03:35,SELL,Equity,Market,7601,829.27,6303281.27,1.1398,-1.0035,4,4,1.8437,9999.0,1681.59,False,0.5895,False,False,0,0.029,0.5211,-1.21,0.2208,0.047,0.0404,17.16,Low,False,none
TRD0084284,TRD0475,CMP006,XBFQ,2026-02-14 12:15:06,BUY,Equity,Market,3389454,87.78,297526272.12,11.7362,4.9263,2,22,2.1682,48.37,9999.0,False,3.0044,False,False,5,0.3594,0.8184,5.67,0.9253,0.7762,0.9083,86.73,Critical,True,wash_trading
TRD0050674,TRD0412,CMP043,QBPR,2026-05-15 09:10:27,SELL,Equity,Market,263414,417.55,109988515.7,3.8511,4.2237,2,22,3.3967,14.9,2561.28,True,4.599,False,False,4,0.0094,0.5609,3.8,0.7252,0.8058,0.7515,73.69,High,True,insider_trading
TRD0050139,TRD0222,CMP017,FNLM,2026-05-26 11:23:50,SELL,ETF,Limit,19780,626.24,12387027.2,1.0182,-0.2877,2,22,0.8611,217.57,410.8,False,-0.742,False,False,0,0.1051,0.7021,-1.59,0.0349,0.0239,0.0051,9.38,Low,False,none
TRD0059161,TRD0252,CMP055,NKNY,2026-01-21 12:00:05,SELL,Options,Market,385529,1108.31,427285645.99,9.3626,3.8046,5,16,3.6725,1472.32,3.16,False,2.7678,True,False,5,0.6164,0.7888,4.33,0.8445,0.8729,0.6134,81.28,High,True,front_running
TRD0044326,TRD0312,CMP004,KQZJ,2026-05-06 10:43:25,BUY,Equity,Cover Order,38809,111.64,4332636.76,0.6542,-0.3583,4,15,1.3043,70.86,3561.91,False,-0.3456,False,False,0,0.0605,0.7761,-0.13,0.021,0.2034,0.008,14.93,Low,False,none
TRD0020435,TRD0232,CMP049,JIRH,2026-06-22 10:31:55,BUY,Equity,Bracket Order,30097,173.64,5226043.08,0.9297,-0.8385,4,1,1.2592,9999.0,3481.98,False,0.502,False,False,1,0.0148,0.0961,0.38,0.4432,0.1911,0.074,27.75,Low,False,none
